===Base de datos stocksekai

== Estructura de tabla para la tabla products_backup_nombres_20260108

|------
|Columna|Tipo|Nulo|Predeterminado
|4276|344|COMPONENTE PARA SERVIDOR - DISCO DURO INTERNO - IBM - 90Y8957 - DISCO SAS DE 500GB, 7.2K RPM, 2.5&quot; SFF, HOT-SWAP, COMPATIBLE CON SERVIDORES IBM/LENOVO SERIE SYSTEM X GEN2|2026-01-08 15:27:59
|4277|419|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - ST500VT001 - DISCO DE 500GB, 5400RPM, 32MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 2.5&quot;|2026-01-08 15:27:59
|4278|805|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - ST1000LM035 - DISCO DE 1TB, 5400 RPM, 128MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 2.5&quot;|2026-01-08 15:27:59
|4279|507|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - ST500VT000 - DISCO DE 500GB, 5400 RPM, 32MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 2.5&quot; (7MM DE ESPESOR)|2026-01-08 15:27:59
|4280|808|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - BARRACUDA ST1000DM014 - DISCO DE 1TB, 7200 RPM, 256MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 3.5&quot;, PARA DESKTOP|2026-01-08 15:27:59
|4281|9|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - BARRACUDA ST3000DM007 - DISCO DE 3TB, 5400 RPM, 256MB CACHE (APROX.), INTERFAZ SATA 6GB/S, FORMATO 3.5&quot;|2026-01-08 15:27:59
|4282|343|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - SEAGATE - ST1000DM003 - DISCO DE 1TB, 5400 RPM, 64MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 3.5&quot;|2026-01-08 15:27:59
|4283|721|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - TOSHIBA - MQ04ABF100 - DISCO DE 1TB, 5400 RPM, 128MB CACHE, INTERFAZ SATA III (6GB/S), FORMATO 2.5&quot;|2026-01-08 15:27:59
|4284|127|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - WESTERN DIGITAL - BLUE WD10EZEX - DISCO DE 1TB, 7200 RPM, 64MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 3.5&quot;, PARA DESKTOP|2026-01-08 15:27:59
|4285|187|COMPONENTE DE ALMACENAMIENTO - DISCO DURO INTERNO - WESTERN DIGITAL - BLUE WD10SPZX - DISCO DE 1TB, 5400 RPM, 128MB CACHE, INTERFAZ SATA 6GB/S, FORMATO 2.5&quot;, PARA LAPTOPS|2026-01-08 15:27:59
|4286|699|ACCESORIO DE ALMACENAMIENTO - DISCO DURO EXTERNO - SEAGATE - EXPANSION DESKTOP STKP6000400 - DISCO EXTERNO DE ESCRITORIO DE 6TB, USB 3.0, FORMATO 3.5&quot;, FUENTE EXTERNA|2026-01-08 15:27:59
|4287|325|ACCESORIO DE ALMACENAMIENTO - DISCO DURO EXTERNO - TOSHIBA - CANVIO BASICS HDTB510XK3AA - DISCO EXTERNO PORTÁTIL DE 1TB, USB 3.0, FORMATO 2.5&quot;, COLOR NEGRO|2026-01-08 15:27:59
|4288|326|ACCESORIO DE ALMACENAMIENTO - DISCO DURO EXTERNO - TOSHIBA - CANVIO BASICS HDTB420XK3AA - DISCO EXTERNO PORTÁTIL DE 2TB, USB 3.0, FORMATO 2.5&quot;, COLOR NEGRO|2026-01-08 15:27:59
|4289|1020|ACCESORIO DE ALMACENAMIENTO - DISCO DURO EXTERNO - WESTERN DIGITAL - ELEMENTS PORTABLE WDBU6Y0030BBK-WESN - DISCO EXTERNO PORTÁTIL DE 1TB, USB 3.0 / 2.0, COLOR NEGRO, COMPACTO|2026-01-08 15:27:59
|4290|691|ACCESORIO DE ALMACENAMIENTO - DISCO DURO EXTERNO - WESTERN DIGITAL - ELEMENTS PORTABLE WDBU6Y0030BBK-0A - DISCO EXTERNO PORTÁTIL DE 3TB, USB 3.0 / 2.0, COLOR NEGRO, COMPACTO|2026-01-08 15:27:59
|4291|10|COMPONENTE PARA SERVIDOR - DISCO DURO INTERNO - HP - 655710-B21 - DISCO SATA DE 1TB, 7200 RPM, 2.5&quot; SFF, PARA SERVIDORES HP PROLIANT, HOT-PLUG|2026-01-08 15:27:59
|4292|858|COMPONENTE PARA SERVIDOR - DISCO DURO INTERNO - HP - 655708-B21 - DISCO SATA DE 500GB, 7200 RPM, 2.5&quot; SFF (SMALL FORM FACTOR), INTERFAZ 6GB/S, HOT-PLUG|2026-01-08 15:27:59
|4293|555|COMPONENTE PARA SERVIDOR - DISCO DURO INTERNO - HPE - 832514-B21 - DISCO SAS DE 1TB, 12 GBPS, 7200 RPM, 2.5&quot; SFF, HOT-SWAP, 512N (SECTOR NATIVO), PARA G9 Y POSTERIOR|2026-01-08 15:27:59
|4294|1255|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - BIWIN - M100 - SSD DE 1TB, INTERFAZ SATA III (6.0GB/S), FORMATO 2.5&quot;|2026-01-08 15:27:59
|4295|479|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - GIGABYTE - GP-GSTFS31120GNTD - SSD DE 120GB, INTERFAZ SATA 6GB/S, FORMATO 2.5&quot;|2026-01-08 15:27:59
|4296|753|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - HP - EX900 5XM46AA#ABB - SSD NVME M.2 DE 1TB, PCIE GEN 3.0 X4, FORM FACTOR 2280, VELOCIDADES ALTA LECTURA/ESCRITURA|2026-01-08 15:27:59
|4297|1240|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - HP - S700 2DP99AA#ABB - SSD SATA DE 500GB, FORMATO 2.5&quot;, VELOCIDAD HASTA 6GB/S, PARA MEJORA DE RENDIMIENTO|2026-01-08 15:27:59
|4298|700|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - HP - S650 345M7AA#ABB - SSD SATA DE 120GB, INTERFAZ SATA III 6GB/S, FORMATO 2.5&quot;|2026-01-08 15:27:59
|4299|693|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - INTEL - 660P SSDPEKNW010T8 - SSD NVME M.2 DE 1TB, PCIE 3.0 X4, TECNOLOGÍA 3D QLC|2026-01-08 15:27:59
|4300|777|COMPONENTE DE ALMACENAMIENTO - MEMORIA INTEL OPTANE - INTEL - OPTANE M10 MEMPEK1J016GAH - MÓDULO DE MEMORIA INTEL OPTANE M.2 DE 16GB, 3.3V, ACELERA SISTEMAS CON DISCO DURO, NO ES SSD PRINCIPAL|2026-01-08 15:27:59
|4301|130|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO - KINGSTON - NV1 SNVS/1000G - SSD NVME M.2 DE 1TB, PCIE 4.0, VELOCIDAD LECTURA HASTA 3500 MB/S, ESCRITURA HASTA 2100 MB/S|2026-01-08 15:27:59
|4302|824|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - KINGSTON - NV3 1TB (SNV3S/1000G) - SSD M.2 2280 PCIE 4.0 X4 NVME, VELOCIDAD LECTURA HASTA 6000 MB/S, ESCRITURA HASTA 4000 MB/S, 3D NAND, TBW 320TB, GARANTÍA 5 AÑOS|2026-01-08 15:34:12
|4303|1055|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - KINGSTON - NV3 2000GB - SSD M.2 PCIE 4.0 X4 NVME, VELOCIDAD LECTURA HASTA 6000 MB/S, ESCRITURA HASTA 5000 MB/S, FACTOR DE FORMA M.2 2280, GARANTÍA 5 AÑOS|2026-01-08 15:34:12
|4304|959|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - KINGSTON - NV3 2TB (SNV3S/2000G) - SSD M.2 2280 PCIE 4.0 X4 NVME, VELOCIDAD LECTURA HASTA 6000 MB/S, ESCRITURA HASTA 5000 MB/S, 3D NAND, TBW 640TB, GARANTÍA 5 AÑOS|2026-01-08 15:34:12
|4305|678|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO SATA - KINGSTON - 350DE S3 128GB (SNS8350DES3/128GP) - SSD M.2 2280 SATA III, COMPATIBLE CON PLACAS BASE SATA M.2, PARA SISTEMAS PORTÁTILES Y COMPACTOS|2026-01-08 15:34:12
|4306|1153|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - KINGSTON - NV3 500GB (SNV3S/500G) - SSD M.2 PCIE 4.0 X4 NVME, VELOCIDAD LECTURA HASTA 5000 MB/S, ESCRITURA HASTA 3000 MB/S, FACTOR DE FORMA M.2 2280 O 2230, GARANTÍA 5 AÑOS|2026-01-08 15:34:12
|4307|327|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO SATA - KINGSTON - A400 480GB (SA400S37/480G) - SSD 2.5&quot; 7MM SATA III 6GB/S, TECNOLOGÍA TLC, MEJORA DE RENDIMIENTO RESPECTO A HDD|2026-01-08 15:34:12
|4308|809|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - LENOVO - LN860 512GB (5SD1N53083) - SSD M.2 2280 PCIE GEN 3 X4 NVME 1.4, COMPATIBLE CON EQUIPOS LENOVO, VELOCIDADES DE LECTURA/ESCRITURA MEJORADAS|2026-01-08 15:34:12
|4309|854|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - MICRON - 2400 1TB (MTFDKBA1T0QFM-1BD1AABGB) - SSD M.2 NVME GEN 4 X4, VELOCIDADES ALTA LECTURA/ESCRITURA, 3.3V 2.5A, PARA WORKSTATIONS Y GAMING|2026-01-08 15:34:12
|4310|1307|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - SAMSUNG - PM9C1B 1TB - SSD M.2 NVME OEM SAMSUNG, VELOCIDAD PCIE 4.0, DISEÑO PARA PORTÁTILES Y PC COMPACTAS|2026-01-08 15:34:12
|4311|1293|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - SOLIDIGM - P41 PLUS 512GB - SSD M.2 NVME PCIE 4.0, TECNOLOGÍA QLC INTEL, PARA USO GENERAL Y ALTO RENDIMIENTO, COLOR NEGRO|2026-01-08 15:34:12
|4312|974|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - WESTERN DIGITAL - PC SN740 1024GB - SSD M.2 NVME OEM, VELOCIDAD PCIE 4.0, PARA SISTEMAS COMPACTOS Y PORTÁTILES DE MARCA|2026-01-08 15:34:12
|4313|1306|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - WESTERN DIGITAL - WD PC SN7100S 1TB - SSD M.2 NVME, VELOCIDAD PCIE, DISEÑO PARA SISTEMAS PORTÁTILES Y ESPACIOS LIMITADOS|2026-01-08 15:34:12
|4314|1267|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - WESTERN DIGITAL - GREEN SN350 250GB (WDS250G2G0C-00CDH0) - SSD M.2 2280 NVME PCIE, VELOCIDADES BÁSICAS, PARA EQUIPOS DE ENTRADA Y MEJORA DEL SISTEMA|2026-01-08 15:34:12
|4315|763|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - WESTERN DIGITAL - GREEN SN350 1TB (WDS100T2G0C-00CDH0) - SSD M.2 NVME PCIE, VELOCIDAD LECTURA HASTA 2400 MB/S, PARA USO GENERAL, ENTRADA Y MEJORA|2026-01-08 15:34:12
|4316|991|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO SATA - ADATA - SU650 1TB (ASU650SS-1TTR) - SSD 2.5&quot; SATA III, COMPATIBLE CON SISTEMAS DE ESCRITORIO Y PORTÁTILES, COSTO-BENEFICIO|2026-01-08 15:34:12
|4317|812|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - WESTERN DIGITAL - SN530 256GB - SSD M.2 2280 NVME PCIE OEM, MODELO SDBPNPZ-256G-1114, PARA PORTÁTILES Y SISTEMAS ULTRACOMPACTOS|2026-01-08 15:34:12
|4318|997|COMPONENTE DE ALMACENAMIENTO - DISCO DE ESTADO SÓLIDO NVME - SK HYNIX - PVC10 512GB (HFS512GEM4X182N) - SSD NVME PCIE, VELOCIDADES DE GAMA MEDIA, PARA EQUIPOS DE USUARIO Y OFICINA|2026-01-08 15:34:12
|4319|1120|FOTOGRAFÍA Y VIDEO - ESTABILIZADOR DE TELÉFONO - DJI - OSMO MOBILE 7 - GIMBAL ESTABILIZADOR DE 3 EJES PARA SMARTPHONES, COMPACTO, COMPATIBLE CON APLICACIÓN DJI MIMO, PARA VIDEOS Y FOTOS ESTABLES|2026-01-08 15:34:12
|4320|902|AUDIO - SISTEMA DE MICRÓFONO INALÁMBRICO - DJI - MIC 2 - SISTEMA DE MICRÓFONO INALÁMBRICO COMPUESTO POR 2 TRANSMISORES (TX) Y 1 RECEPTOR (RX) CON ESTUCHE DE CARGA INTEGRADO, PARA CONTENIDO DE VIDEO|2026-01-08 15:34:12
|4321|1212|AUDIO - SISTEMA DE MICRÓFONO INALÁMBRICO - DJI - MIC MINI - SISTEMA COMPACTO: 2 TRANSMISORES (TX) + 1 RECEPTOR (RX) + ESTUCHE DE CARGA (CHARGING CASE), MODELO 8PBXN84016E22A, PARA CONTENIDO CREATIVO MÓVIL|2026-01-08 15:34:12
|4322|1117|FOTOGRAFÍA Y VIDEO - DRON CON CÁMARA - DJI - MINI 3 FLY MORE COMBO (DJI RC) - DRON COMPACTO CON CÁMARA, COMBO INCLUYE BATERÍAS EXTRA, HÉLICES, ESTUCHE Y CONTROL REMATO DJI RC (CON PANTALLA), MODELO CN9500243NA8|2026-01-08 15:34:12
|4323|244|ACCESORIO DE COMPUTADORA - DOCKING STATION - ASUS - TRANSFORMER TF300T - DOCKING CON TECLADO Y TOUCHPAD PARA TABLET ASUS TF300T, COLOR AZUL, CONVIERTE TABLET EN LAPTOP, CONECTIVIDAD: USB, RANURA SD, CONECTOR 40 PINES - 90-OK0GDK400C0W|2026-01-08 15:34:12
|4324|1148|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - GENÉRICO - DR-3460 - UNIDAD DE IMAGEN O DRUM COMPATIBLE, ALTA CALIDAD, PARA IMPRESORAS LÁSER DE VARIAS MARCAS|2026-01-08 15:34:12
|4325|896|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - HP - 332A (W1332A) - TAMBOR ORIGINAL PARA IMPRESORA LÁSER HP 408DN, RENDIMIENTO 30,000 PÁGINAS, MONOCROMÁTICO|2026-01-08 15:34:12
|4326|781|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - HP - 19A (CF219A) - TAMBOR ORIGINAL PARA IMPRESORAS LÁSER HP PRO M102W, M134A, M130FW|2026-01-08 15:34:12
|4327|1245|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - XEROX - 113R00670 - TAMBOR ORIGINAL PARA IMPRESORAS XEROX PHASER 5500 Y 5550, RENDIMIENTO 60,000 PÁGINAS|2026-01-08 15:34:12
|4328|1200|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - KONICA MINOLTA - DR-618K (DX0RE55151) - TAMBOR ORIGINAL ACV80RD PARA IMPRESORAS KONICA MINOLTA, MODELO DR618K|2026-01-08 15:34:12
|4329|966|CONSUMIBLE DE IMPRESIÓN - TAMBOR DE IMAGEN - GENÉRICO - TOPJET W1332A - UNIDAD DE IMAGEN O DRUM COMPATIBLE CON HP 332A (W1332A), PARA IMPRESORAS LÁSER, ALTERNATIVA NO ORIGINAL|2026-01-08 15:34:12
|4330|178|CONSUMIBLE DE ALMACENAMIENTO - DVD GRABABLE - PRINCO - GENÉRICO - DISCO ÓPTICO DVD-R GRABABLE UNA VEZ, CAPACIDAD ESTÁNDAR (4.7GB), VENTA POR UNIDAD|2026-01-08 15:34:12
|4331|611|VIDEOVIGILANCIA - GRABADOR DE VIDEO DIGITAL - HIKVISION - IDS-7216HQHI-M2/S - DVR ACUSENSE 16 CANALES PARA CÁMARAS ANALÓGICAS HIKVISION, PROCESAMIENTO INTELIGENTE, DISCO DURO NO INCLUIDO|2026-01-08 15:34:12
|4332|888|ACCESORIO FOTOGRÁFICO - PANTALLA FOTOGRÁFICA - TEROS - TE-9063W - ECRÁN CON TRIPODE PARA FOTOGRAFÍA/VIDEO, TAMAÑO 1.56 X 1.17 M (80&quot;), RELACIÓN 4:3, SUPERFICIE BLANCA MATE|2026-01-08 15:34:12
|4333|1000|ACCESORIO ELÉCTRICO - ENCHUFE INTELIGENTE - TEROS - TE-9101W - TOMACORRIENTE INTELIGENTE (SMART PLUG), CONTROL REMOTO VIA APLICACIÓN O ASISTENTE DE VOZ, PROGRAMABLE|2026-01-08 15:34:12
|4334|995|COMPONENTE DE COMPUTADORA - COOLER DE CPU LIQUIDO - GIGABYTE - GAMING 360 ICE - ENFRIAMIENTO LÍQUIDO TODO EN UNO (AIO) DE 360MM, RADIADOR Y VENTILADORES BLANCOS, PARA SISTEMAS GAMER Y DE ALTO RENDIMIENTO|2026-01-08 15:34:12
|4335|722|COMPUTADORA - ESCRITORIO ENSAMBLADA - TEROS - CORE I5 11TH - PC ENSAMBLADA: PROCESADOR INTEL CORE I5-11400 (2.6/4.4GHZ), 16GB RAM, SSD 256GB M.2, HDD 1TB SATA, TECLADO, MOUSE, MONITOR 23.8&quot; LG FHD, PAD MOUSE, ESTABILIZADOR|2026-01-08 15:34:12
|4336|698|ACCESORIO DE OFICINA - ESCÁNER DE DOCUMENTOS - EPSON - DS-770 II - ESCÁNER DE ALTA VELOCIDAD USB 3.0, SENSOR ÓPTICO CIS A COLOR, ALIMENTADOR AUTOMÁTICO (ADF), PARA DIGITALIZACIÓN MASIVA - B11B262201|2026-01-08 15:34:12
|4337|572|CONSUMIBLE DE IMPRESIÓN - KIT DE COPIADORA - KONICA MINOLTA - DK-513 - KIT DE COPIADORA (ESCANER/COPIADORA) PARA MANTENIMIENTO O REPOSICIÓN, MODELO 135310|2026-01-08 15:34:12
|4338|1070|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - CDP - RAVR1008I - ESTABILIZADOR AUTOMÁTICO DE VOLTAJE CON SUPRESIÓN DE PICOS, 900VA/450WATTS, 8 TOMACORRIENTES|2026-01-08 15:34:12
|4339|217|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - CDP - R-AVR 1808I - ESTABILIZADOR 1800VA (1000W), 220V, 8 TOMACORRIENTES, PARA PROTECCIÓN DE EQUIPOS ELECTRÓNICOS|2026-01-08 15:34:12
|4340|193|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - CDP - R-AVR 3008I - ESTABILIZADOR 3000VA, 220V, 8 TOMACORRIENTES, PARA PROTEGER EQUIPOS DE CONSUMO MEDIO/ALTO|2026-01-08 15:34:12
|4341|1136|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ELISE - FASE FES-10 - ESTABILIZADOR DE VOLTAJE DE ESTADO SÓLIDO, POTENCIA 1KVA (1000VA)|2026-01-08 15:34:12
|4342|253|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ELISE IEDA - PODER LCR-30 - ESTABILIZADOR DE ESTADO SÓLIDO, 3.0KVA, 220V, 6 CONECTORES DE SALIDA, PARA EQUIPOS CRÍTICOS|2026-01-08 15:34:12
|4343|1144|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ELISE IEDA - PODER LCR20-4.5% - ESTABILIZADOR DE ESTADO SÓLIDO, 2.0KVA, 220V, 4 TOMAS DE 220VAC, REGULACIÓN ±4.5%|2026-01-08 15:34:12
|4344|684|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ELISE IEDA - PODER SAFE LCR10-4.5% - ESTABILIZADOR DE ESTADO SÓLIDO, 1KVA (1000VA), 220V, REGULACIÓN ±4.5%|2026-01-08 15:34:12
|4345|1191|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ELISE - LCR20 - ESTABILIZADOR 2000VA, 220V, PARA PROTECCIÓN BÁSICA DE EQUIPOS ELECTRÓNICOS|2026-01-08 15:34:12
|4346|534|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - FORZA - 1200VA FVR-1222USB - ESTABILIZADOR 1200VA (600W), 220V, 8 TOMAS, 2 PUERTOS USB DE CARGA|2026-01-08 15:34:12
|4347|398|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - FORZA - 900VA FVR-902 - ESTABILIZADOR 900VA (450W), 220V, 8 TOMAS, PROTECCIÓN CONTRA SOBRETENSIONES|2026-01-08 15:34:12
|4348|531|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - FORZA - FVR-2202 - ESTABILIZADOR 2200VA, 220V, 8 TOMAS, PARA PROTEGER EQUIPOS DE CONSUMO MEDIO|2026-01-08 15:34:12
|4349|1259|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ENERGIT - EN-D3000W - ESTABILIZADOR SERVOMOTOR 3000W (APROX. 3000VA), 4 TOMAS, PARA EQUIPOS DE ALTA POTENCIA|2026-01-08 15:34:12
|4350|999|ACCESORIO ELÉCTRICO - ESTABILIZADOR DE VOLTAJE - ENERGIT - EN-DS5000 - ESTABILIZADOR DIGITAL DE ESTADO SÓLIDO, RANGO ENTRADA 145V-260V, SALIDA 220V ±3%, POTENCIA 5000W, PARA EQUIPOS SENSIBLES|2026-01-08 15:34:12
|4351|798|COMPUTADORA - ESTACIÓN DE TRABAJO - LENOVO - GENÉRICO - PC WORKSTATION: PROCESADOR INTEL CORE I7-12700K 3.60GHZ, 16GB DDR5 4800MHZ RAM, 1TB SSD, GPU NVIDIA 8GB GDDR6, WINDOWS 11 PRO, OFFICE PREINSTALADO - 30FNS4NR00|2026-01-08 15:34:12
|4352|843|COMPUTADORA - ESTACIÓN DE TRABAJO - LENOVO - THINKSTATION P360 - I7-12700K VPRO, 16GB DDR5, SSD 1TB, NVIDIA T1000 8GB, WINDOWS 11 PRO - 30FNS4NR00|2026-01-08 15:39:55
|4353|1271|ACCESORIO PARA VEHÍCULO - FUNDA RÍGIDA - DRAF - GENÉRICO - FUNDA DURA PARA GPS, DISEÑO COLORIDO, PROTECCIÓN CONTRA IMPACTOS - SIN N/P|2026-01-08 15:39:55
|4354|374|ACCESORIO DE RED - EXTENSOR DE RED - TP-LINK - RE305 - EXTENSOR WI-FI AC1200, DOBLE BANDA (2.4/5GHZ), 2 PUERTOS LAN, REPETIDOR, WPS - SIN N/P|2026-01-08 15:39:55
|4355|331|ACCESORIO ELÉCTRICO - PLACA DE PARED - SATRA - FPA-W01 - PLACA DE 1 PUERTO (BLANCO), PARA INSTALACIÓN DE CONEXIONES, ROSCA ESTÁNDAR - SIN N/P|2026-01-08 15:39:55
|4356|330|ACCESORIO ELÉCTRICO - PLACA DE PARED - SATRA - WP-S2 - PLACA DE 2 PUERTOS (BLANCO), PARA INSTALACIÓN DE CONEXIONES, ROSCA ESTÁNDAR - SIN N/P|2026-01-08 15:39:55
|4357|617|ACCESORIO DE COMPUTADORA - VENTILADOR - ANTEC - GENÉRICO - VENTILADOR DE INSTALACIÓN INVERSA, PARA ARMADO PERSONALIZADO, 120MM - SIN N/P|2026-01-08 15:39:55
|4358|887|ACCESORIO DE COMPUTADORA - DISIPADOR - INTEL - GENÉRICO - DISIPADOR Y VENTILADOR ORIGINAL INTEL, PARA PROCESADORES DE ESCRITORIO - SIN N/P|2026-01-08 15:39:55
|4359|1015|ACCESORIO DE COMPUTADORA - VENTILADOR - COOLER MASTER - MF120 S2 RGB - VENTILADOR 120MM, RGB, 12V, 4 PINES PWM, CONTROL DE ILUMINACIÓN - MFW-B2DN-12NFA-S2|2026-01-08 15:39:55
|4360|670|ACCESORIO DE COMPUTADORA - VENTILADOR - TEROS - TE-7050N - VENTILADOR ARGB 120MM, 1500 RPM, ILUMINACIÓN DIRIGIBLE, 4 PINES PWM - SIN N/P|2026-01-08 15:39:55
|4361|987|ELECTRÓNICO INTELIGENTE - FOCO LED - TEROS - TE-9103RGB - FOCO LED INTELIGENTE 9W, RGB, SOCKET E27, CONTROL POR APP WI-FI - SIN N/P|2026-01-08 15:39:55
|4362|1184|ACCESORIO FOTOGRÁFICO - SOPORTE DE LENTE - CANON - LENS HOOD - PARASOL/CAÑÓN DE LENTE 55MM, PARA CANON FD (II), COLOR NEGRO - SIN N/P|2026-01-08 15:39:55
|4363|1161|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - ASROCK - GENÉRICO - 650W, ATX, 80 PLUS BRONZE, VENTILADOR 120MM, PROTECCIONES - SIN N/P|2026-01-08 15:39:55
|4364|868|ELECTRÓNICO - FUENTE DE ALIMENTACIÓN - FOLKSAFE - KAS-12D2000-A - FUENTE 12VDC 2A PARA CÁMARA, CONECTOR DC, ENTRADA 100-240VAC - SIN N/P|2026-01-08 15:39:55
|4365|250|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - ADVANCE - GENÉRICO - 350W ATX, ALIMENTACIÓN ESTÁNDAR, CONECTOR 24+4 PINES, VENTILADOR 80MM - SIN N/P|2026-01-08 15:39:55
|4366|1263|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - ANTEC - G850 - 850W, ATX, 80 PLUS GOLD, SEMI-MODULAR, VENTILADOR 135MM - SIN N/P|2026-01-08 15:39:55
|4367|73|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - ANTRYX - AP-B500V2 - 500W, ATX V2.3, VENTILADOR 120MM, CONECTOR PCI-E 6+2 PINES - SIN N/P|2026-01-08 15:39:55
|4368|1006|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - ASROCK - CL-750G - 750W, ATX, 80 PLUS GOLD, MODULAR, VENTILADOR HIDRO-DINÁMICO 120MM - SIN N/P|2026-01-08 15:39:55
|4369|405|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - AVATEC - PSA-F600W - 600W, ATX, CONECTOR 20+4 PINES, SATA, PCI-E, VENTILADOR 120MM - SIN N/P|2026-01-08 15:39:55
|4370|528|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - COOLER MASTER - MWE 450 WHITE - 450W, ATX, 80 PLUS WHITE, RANGO COMPLETO 100-240V, VENTILADOR 120MM - SIN N/P|2026-01-08 15:39:55
|4371|1265|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - COUGAR - ATLAS 650W - 650W, ATX, 80 PLUS BRONZE, NO MODULAR, PROTECCIONES MULTIPLES - 31AL065002P01|2026-01-08 15:39:55
|4372|86|COMPONENTE DE COMPUTADORA - FUENTE DE ALIMENTACIÓN - DATAONE - ATX-600W-P8 - 600W, ATX, NO MODULAR, CONECTOR P8, VENTILADOR 120MM, GRIS - SIN N/P|2026-01-08 15:39:55
